transaction_date,transaction_year,ticker,asset_description,type,amount_low,amount_high,amount_avg,representative,district,state,cap_gains_over_200_usd,industry,sector,party,ticker_price,qqq_price
2/25/21,2021,MTCH,Match Group Inx,purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,131.56,312.829987
2/25/21,2021,TYL,Tyler Technologies Inc (Trade was for 2020 Trust for Khanna Children),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,131.56,312.829987
2/25/21,2021,MTCH,Match Group Inc (Trade was for 2020 Trust for Khanna Children),purchase,15001,50000,32501,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,131.56,312.829987
2/24/21,2021,HUBS,HubSpot Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,518.73,324.130005
2/24/21,2021,AAPL,Apple Inc,purchase,1001,15000,8001,Blake Moore,UT01,UT,FALSE,Computer Manufacturing,Technology,Republican,518.73,324.130005
2/24/21,2021,FB,Facebook Inc - Class A,purchase,1001,15000,8001,Blake Moore,UT01,UT,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,518.73,324.130005
2/24/21,2021,FB,Facebook Inc Class A (Ritu 1985 Trust),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,518.73,324.130005
2/24/21,2021,MTCH,Match Group Inc,purchase,15001,50000,32501,Kathy Manning,NC06,NC,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,518.73,324.130005
2/23/21,2021,CREE,Cree Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,117.92,321.480011
2/23/21,2021,BRKS,Brooks Automation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Industrial Machinery/Components,Technology,Democrat,117.92,321.480011
2/23/21,2021,CDNS,Cadence Design Systems,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,117.92,321.480011
2/23/21,2021,FB,Facebook Inc Class A (Ritu 1985 Trust),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,117.92,321.480011
2/22/21,2021,SQ,Square Inc Class A,purchase,1001,15000,8001,James R. Langevin,RI02,RI,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,268.08,322.440002
2/22/21,2021,FB,Facebook Class A,purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,268.08,322.440002
2/22/21,2021,IBM,International Business Machines Corporation,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,268.08,322.440002
2/22/21,2021,CERN,Cerner Corporation,purchase,1001,15000,8001,David B. McKinley,WV01,WV,FALSE,EDP Services,Technology,Republican,268.08,322.440002
2/19/21,2021,RXT,Rackspace Technology,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,20.93,331.019989
2/18/21,2021,FB,Facebook Inc,purchase,100001,250000,175001,Michael T. McCaul,TX10,TX,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,269.39,332.470001
2/18/21,2021,FB,Facebook Inc,purchase,250001,500000,375001,Michael T. McCaul,TX10,TX,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,269.39,332.470001
2/17/21,2021,GOOG,Alphabet Inc Class C Capital Stock,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,2128.31,333.929993
2/17/21,2021,SHOP,Shopify Inc Class A subordinate voting shares,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,2128.31,333.929993
2/17/21,2021,BL,"BlackLine, Inc.",purchase,15001,50000,32501,Tom Malinowski,NJ07,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,2128.31,333.929993
2/16/21,2021,NVDA,NVIDA Corporation,purchase,1001,15000,8001,Peter Meijer,MI03,MI,TRUE,Semiconductors,Technology,Republican,613.21,335.540009
2/16/21,2021,ORCL,Oracle Corporation,purchase,50001,100000,75001,Peter Meijer,MI03,MI,TRUE,Computer Software: Prepackaged Software,Technology,Republican,613.21,335.540009
2/16/21,2021,NTAP,Net App Inc,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,613.21,335.540009
2/16/21,2021,NTAP,Net App Inc,purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,613.21,335.540009
2/16/21,2021,NTAP,Net App Inc,purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,613.21,335.540009
2/16/21,2021,ETN,Eaton Corp PLC Ordinary Shares,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Industrial Machinery/Components,Technology,Democrat,613.21,335.540009
2/12/21,2021,MSFT,Microsoft Corporation,purchase,15001,50000,32501,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,244.99,336.450012
2/12/21,2021,MSFT,Microsoft Corporation,purchase,1000001,5000000,3000001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,244.99,336.450012
2/12/21,2021,MSFT,Microsoft Corporation,purchase,1000001,5000000,3000001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,244.99,336.450012
2/12/21,2021,MSFT,Microsoft Corporation,purchase,250001,500000,375001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,244.99,336.450012
2/12/21,2021,AlGM,Allegro MicroSystems,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Semiconductors,Technology,Democrat,244.99,336.450012
2/12/21,2021,CDNS,Cadence Design Systems,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,244.99,336.450012
2/12/21,2021,GDDY,GoDaddy Inc Class A,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,244.99,336.450012
2/11/21,2021,CTSH,Cognzant Technology Solutions (2020 Irrev Trust FBO Grandchildren),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,EDP Services,Technology,Democrat,76.97,334.579987
2/11/21,2021,TXN,Texas Instruments CMN (2020 Irrev Trust FBO Grandchildren),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,Semiconductors,Technology,Democrat,76.97,334.579987
2/11/21,2021,FB,Facebook Inc (2020 Irrev Trust FBO Grandchildren),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,76.97,334.579987
2/11/21,2021,CTSH,Cognizant Technology Solutions Corp (Ritu 1985 Trust),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,EDP Services,Technology,Democrat,76.97,334.579987
2/11/21,2021,TXN,Texas Instruments (Ritu 1985 Trust),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,Semiconductors,Technology,Democrat,76.97,334.579987
2/11/21,2021,FB,Facebook Inc (Ritu 1985 Trust),purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,76.97,334.579987
2/11/21,2021,ZM,Zoom Video Communications Inc Class A,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,76.97,334.579987
2/11/21,2021,ZM,Zoom Video Communications Inc Class A,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,76.97,334.579987
2/10/21,2021,MSFT,Microsoft Corp,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,242.82,332.75
2/9/21,2021,SQ,Square Inc,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,258.12,333.51001
2/9/21,2021,BRKS,Brooks Automation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Industrial Machinery/Components,Technology,Democrat,258.12,333.51001
2/9/21,2021,AMD,AMD Stock,purchase,15001,50000,32501,David Kustoff,TN08,TN,FALSE,Semiconductors,Technology,Republican,258.12,333.51001
2/8/21,2021,AAPL,Apple Inc,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,136.91,333.579987
2/8/21,2021,ZM,Zoom Video Communications Inc Class A,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,136.91,333.579987
2/8/21,2021,TXN,Texas Instruments Inc,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,136.91,333.579987
2/8/21,2021,IBM,International Business Machines Corp,purchase,1001,15000,8001,Bob Gibbs,OH07,OH,FALSE,Computer Manufacturing,Technology,Republican,136.91,333.579987
2/5/21,2021,ALGM,Allegro MicroSystems,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Semiconductors,Technology,Democrat,30.19,331.359985
2/5/21,2021,AAPL,Apple Inc,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,30.19,331.359985
2/5/21,2021,IBM,International Business Machines Corp,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,30.19,331.359985
2/5/21,2021,AVGO,Broadcom Corp,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Semiconductors,Technology,Democrat,30.19,331.359985
2/5/21,2021,ETN,Eaton Corp Plc,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Industrial Machinery/Components,Technology,Democrat,30.19,331.359985
2/5/21,2021,MSFT,Microsoft Corp,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,30.19,331.359985
2/5/21,2021,TXN,Texas Instruments,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Semiconductors,Technology,Democrat,30.19,331.359985
2/4/21,2021,GOOG,Alphabet Inc Class C Capital Stock,purchase,1001,15000,8001,Blake Moore,UT01,UT,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,2062.37,330.23999
2/4/21,2021,KAI,Kadant Inc,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Industrial Machinery/Components,Technology,Democrat,2062.37,330.23999
2/4/21,2021,EA,Electronic Arts Inc,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,2062.37,330.23999
2/2/21,2021,PLXS,PLEXUS Corp,purchase,1001,15000,8001,Michael T. McCaul,TX10,TX,FALSE,Electrical Products,Technology,Republican,80.89,327.679993
2/1/21,2021,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,66.08,322.420013
2/1/21,2021,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,66.08,322.420013
2/1/21,2021,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,66.08,322.420013
2/1/21,2021,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,66.08,322.420013
2/1/21,2021,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,66.08,322.420013
1/29/21,2021,AAPL,Apple Inc,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,131.96,314.559998
1/28/21,2021,CRWD,CrowdStrike Holdings Ltd,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,212.49,321.320007
1/27/21,2021,GOOGL,Alphabet Inc. - Class A (Spouse retirement portfolio),purchase,1001,15000,8001,Earl Blumenauer,OR03,OR,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,1818.94,319.429993
1/26/21,2021,CHKP,Check Point Software Technologies Ltd Ord Shares,purchase,1001,15000,8001,Peter Meijer,MI03,MI,FALSE,Computer Software: Prepackaged Software,Technology,Republican,130.8,328.589996
1/26/21,2021,SAP,SAP SE ADS,purchase,1001,15000,8001,Peter Meijer,MI03,MI,FALSE,Computer Software: Prepackaged Software,Technology,Republican,130.8,328.589996
1/22/21,2021,PAGS,PagSeguro Digital Ltd. Class A Common Shares,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,EDP Services,Technology,Republican,56.09,325.420013
1/22/21,2021,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Semiconductors,Technology,Republican,56.09,325.420013
1/21/21,2021,AMD,"Advanced Micro Devices, Inc.",purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Semiconductors,Technology,Republican,91.53,326.359985
1/21/21,2021,PAGS,PagSeguro Digital Ltd. Class A Common Shares,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,EDP Services,Technology,Republican,91.53,326.359985
1/21/21,2021,NOW,"ServiceNow, Inc.",purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Computer Software: Prepackaged Software,Technology,Republican,91.53,326.359985
1/21/21,2021,IBM,International Business Machines Corporation,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,91.53,326.359985
1/20/21,2021,ASML,ASML Holding,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Industrial Machinery/Components,Technology,Democrat,549.38,323.769989
1/20/21,2021,FB,"Facebook Inc - Class A - March 19,2021 $215 PUT Option",purchase,1001,15000,8001,Blake Moore,UT01,UT,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,549.38,323.769989
1/20/21,2021,NVDA,"NVIDIA Corporation - April 19, 2021 $425 PUT Option",purchase,1001,15000,8001,Blake Moore,UT01,UT,FALSE,Semiconductors,Technology,Republican,549.38,323.769989
1/20/21,2021,NVDA,"NVIDIA Corporation - April 19, 2021 $400 PUT Option",purchase,1001,15000,8001,Blake Moore,UT01,UT,FALSE,Semiconductors,Technology,Republican,549.38,323.769989
1/15/21,2021,FB,Facebook Inc,purchase,100001,250000,175001,Michael T. McCaul,TX10,TX,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,251.36,311.859985
1/15/21,2021,FB,Facebook Inc,purchase,100001,250000,175001,Michael T. McCaul,TX10,TX,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,251.36,311.859985
1/15/21,2021,INTU,Intuit Inc.,purchase,1001,15000,8001,Kathy Manning,NC06,NC,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,251.36,311.859985
1/15/21,2021,AAPL,Apple Inc.,purchase,100001,250000,175001,James R. Langevin,RI02,RI,FALSE,Computer Manufacturing,Technology,Democrat,251.36,311.859985
1/14/21,2021,DOCU,"DocuSign, Inc.",purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,250.25,314.350006
1/14/21,2021,MSFT,Microsoft Corporation,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,250.25,314.350006
1/13/21,2021,FLT,FleetCor Technologies,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,275.73,316.040009
1/11/21,2021,CRM,Salesforce.com Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,218.25,314.420013
1/11/21,2021,AAPL,Apple Inc.,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,218.25,314.420013
1/11/21,2021,DOCU,"DocuSign, Inc.",purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,218.25,314.420013
1/11/21,2021,ASML,ASML Holding N.V. - New York Registry Shares,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Industrial Machinery/Components,Technology,Democrat,218.25,314.420013
1/8/21,2021,SNAP,Snap Inc Class A,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,52.73,319.029999
1/5/21,2021,BRKS,"Brooks Automation, Inc.",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Industrial Machinery/Components,Technology,Democrat,67.45,311.859985
1/4/21,2021,ORCL,Oracle Corporation,purchase,15001,50000,32501,Deborah K. Ross,NC02,NC,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,63.75,309.309998
12/31/20,2020,FB,"Facebook, Inc. - Class A (U.S. Trust Holdings)",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,273.16,313.73999
12/31/20,2020,NVDA,NVIDIA Corp. (U.S. Trust Holdings),purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Semiconductors,Technology,Democrat,273.16,313.73999
12/31/20,2020,ADBE,Adobe Inc,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,273.16,313.73999
12/30/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,65.33,312.970001
12/28/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,65.9,312.679993
12/28/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,65.9,312.679993
12/28/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,65.9,312.679993
12/23/20,2020,FB,"Facebook, Inc. - Class A (U.S. Trust Holdings)",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,268.11,308.200012
12/23/20,2020,SPLK,Splunk Inc. (U.S. Trust Holdings),purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,268.11,308.200012
12/22/20,2020,AAPL,Apple Inc. Purchased 100 call options with a strike price of $100 and an expiration date of 1/21/22.,purchase,250001,500000,375001,Nancy Pelosi,CA12,CA,FALSE,Computer Manufacturing,Technology,Democrat,131.88,309.76001
12/21/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,64.54,308.920013
12/21/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,64.54,308.920013
12/18/20,2020,CSCO,Cisco Systems,purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Computer Communications Equipment,Technology,Democrat,45.44,310.059998
12/18/20,2020,INTC,Intel Corp,purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Semiconductors,Technology,Democrat,45.44,310.059998
12/18/20,2020,VSAT,"ViaSat, Inc.",purchase,100001,250000,175001,Greg Gianforte,MT00,MT,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,45.44,310.059998
12/17/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,64.12,311
12/17/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,64.12,311
12/17/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,64.12,311
12/16/20,2020,CTSH,Cognizant Tech Solutions,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,EDP Services,Technology,Democrat,79.32,308.980011
12/16/20,2020,RXT,"Rackspace Technology, Inc.",purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,79.32,308.980011
12/14/20,2020,FB,"Facebook, Inc. - Class A (U.S. Trust Holdings)",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,274.19,304.040009
12/11/20,2020,IBM,International Business Machines Corporation,purchase,1001,15000,8001,Lloyd Doggett,TX35,TX,FALSE,Computer Manufacturing,Technology,Democrat,124.27,301.850006
12/10/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,210.52,302.519989
12/7/20,2020,BRKS,"Brooks Automation, Inc. (U.S. Trust Holdings)",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,75.14,307.25
12/3/20,2020,NLOK,"NortonLifeLock, Inc.",purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,19.1,304.279999
12/2/20,2020,BRKS,Brooks Automation Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Industrial Machinery/Components,Technology,Democrat,71.67,303.850006
12/1/20,2020,LOGI,Logitech International S.A. - Registered Shares,purchase,15001,50000,32501,Greg Gianforte,MT00,MT,FALSE,Computer peripheral equipment,Technology,Republican,88.22,303.459991
12/1/20,2020,WIX,Wix.com Ltd. - Ordinary Shares,purchase,1001,15000,8001,Greg Gianforte,MT00,MT,FALSE,EDP Services,Technology,Republican,88.22,303.459991
11/30/20,2020,NTAP,Net App Inc / Stock,purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,53.31,299.619995
11/30/20,2020,NTAP,Net App Inc / Stock,purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,53.31,299.619995
11/30/20,2020,NTAP,Net App Inc / Stock,purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,53.31,299.619995
11/27/20,2020,FTNT,FORTINET INC,purchase,15001,50000,32501,Michael T. McCaul,TX10,TX,FALSE,Computer peripheral equipment,Technology,Republican,123.79,299.01001
11/27/20,2020,FTNT,FORTINET INC,purchase,15001,50000,32501,Michael T. McCaul,TX10,TX,FALSE,Computer peripheral equipment,Technology,Republican,123.79,299.01001
11/25/20,2020,FTNT,FORTINET INC,purchase,15001,50000,32501,Michael T. McCaul,TX10,TX,FALSE,Computer peripheral equipment,Technology,Republican,119.85,296.279999
11/25/20,2020,FTNT,FORTINET INC,purchase,50001,100000,75001,Michael T. McCaul,TX10,TX,FALSE,Computer peripheral equipment,Technology,Republican,119.85,296.279999
11/24/20,2020,FTNT,FORTINET INC,purchase,15001,50000,32501,Michael T. McCaul,TX10,TX,FALSE,Computer peripheral equipment,Technology,Republican,118.59,294.470001
11/24/20,2020,FTNT,FORTINET INC,purchase,15001,50000,32501,Michael T. McCaul,TX10,TX,FALSE,Computer peripheral equipment,Technology,Republican,118.59,294.470001
11/24/20,2020,CRNC,Cerence,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,118.59,294.470001
11/24/20,2020,RPD,Rapid7,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,118.59,294.470001
11/24/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,118.59,294.470001
11/24/20,2020,AAPL,Apple Inc.,purchase,15001,50000,32501,Mike Garcia,CA25,CA,FALSE,Computer Manufacturing,Technology,Republican,118.59,294.470001
11/19/20,2020,ADBE,Adobe,purchase,15001,50000,32501,Gilbert Cisneros,CA39,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,466.41,292.380005
11/19/20,2020,AAPL,Apple,purchase,15001,50000,32501,Gilbert Cisneros,CA39,CA,FALSE,Computer Manufacturing,Technology,Democrat,466.41,292.380005
11/19/20,2020,ERIC,Ericsson,purchase,15001,50000,32501,Gilbert Cisneros,CA39,CA,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Democrat,466.41,292.380005
11/19/20,2020,INTU,Intuit,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,466.41,292.380005
11/19/20,2020,ADBE,Adobe,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,466.41,292.380005
11/19/20,2020,GOOG,Alphabet,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,466.41,292.380005
11/19/20,2020,AMAT,Applied Materials,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Semiconductors,Technology,Republican,466.41,292.380005
11/19/20,2020,AVGO,Broadcom,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Semiconductors,Technology,Republican,466.41,292.380005
11/19/20,2020,FB,Facebook,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,466.41,292.380005
11/19/20,2020,IR,Ingersoll Rand,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Industrial Machinery/Components,Technology,Republican,466.41,292.380005
11/19/20,2020,LRCX,Lam Research,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Industrial Machinery/Components,Technology,Republican,466.41,292.380005
11/19/20,2020,MSFT,Microsoft,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,466.41,292.380005
11/19/20,2020,ORCL,Oracle,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,466.41,292.380005
11/19/20,2020,ZBRA,Zebra Tech,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Computer peripheral equipment,Technology,Republican,466.41,292.380005
11/19/20,2020,ADBE,Adobe,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,466.41,292.380005
11/19/20,2020,GOOG,Alphabet,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,466.41,292.380005
11/19/20,2020,AMAT,Applied Materials,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Semiconductors,Technology,Republican,466.41,292.380005
11/19/20,2020,AVGO,Broadcom,purchase,15001,50000,32501,Kenny Marchant,TX24,TX,FALSE,Semiconductors,Technology,Republican,466.41,292.380005
